frame,kp0_x,kp0_y,kp0_conf,kp1_x,kp1_y,kp1_conf,kp2_x,kp2_y,kp2_conf,kp3_x,kp3_y,kp3_conf,kp4_x,kp4_y,kp4_conf,kp5_x,kp5_y,kp5_conf,kp6_x,kp6_y,kp6_conf,kp7_x,kp7_y,kp7_conf,kp8_x,kp8_y,kp8_conf,kp9_x,kp9_y,kp9_conf,kp10_x,kp10_y,kp10_conf,kp11_x,kp11_y,kp11_conf,kp12_x,kp12_y,kp12_conf,kp13_x,kp13_y,kp13_conf,kp14_x,kp14_y,kp14_conf,kp15_x,kp15_y,kp15_conf,kp16_x,kp16_y,kp16_conf
0,532.87,575.07,0.91,543.8,560.23,0.96,0.0,0.0,0.29,589.56,563.54,0.97,0.0,0.0,0.07,622.56,655.28,1.0,584.56,653.96,0.86,649.87,791.97,1.0,0.0,0.0,0.36,619.74,919.89,0.99,0.0,0.0,0.46,592.74,894.08,1.0,573.87,890.03,0.97,570.9,1073.43,0.99,581.4,1069.43,0.93,608.05,1253.41,0.91,619.88,1237.21,0.74,375.07,644.94,0.75,378.53,640.59,0.8,0.0,0.0,0.37,387.46,641.89,0.86,0.0,0.0,0.17,393.92,663.64,0.98,388.26,662.24,0.92,398.54,694.24,0.95,0.0,0.0,0.49,388.61,718.54,0.88,0.0,0.0,0.46,393.84,720.12,0.98,391.2,718.68,0.95,385.6,764.82,0.96,384.09,763.4,0.91,400.34,805.52,0.93,398.98,802.08,0.85,477.32,634.69,0.58,479.92,630.83,0.61,0.0,0.0,0.24,491.08,631.29,0.68,0.0,0.0,0.1,503.94,651.49,0.95,485.93,651.32,0.83,503.92,677.91,0.92,479.44,679.32,0.53,481.49,664.57,0.87,474.27,672.65,0.53,496.05,720.8,0.97,484.94,719.35,0.93,490.83,774.88,0.95,482.81,773.77,0.89,490.14,823.75,0.9,482.28,820.63,0.82
1,530.77,576.49,0.9,540.73,561.34,0.96,0.0,0.0,0.26,586.19,563.89,0.97,0.0,0.0,0.06,621.46,655.32,1.0,585.38,654.52,0.85,649.39,791.19,1.0,0.0,0.0,0.34,622.07,919.21,0.99,0.0,0.0,0.44,592.21,893.54,1.0,575.46,889.53,0.97,567.57,1072.1,0.99,585.03,1066.68,0.93,606.06,1254.29,0.91,624.58,1233.7,0.74,475.32,633.35,0.64,477.89,628.54,0.71,0.0,0.0,0.22,489.67,627.61,0.81,0.0,0.0,0.08,504.65,648.39,0.97,491.05,649.76,0.87,508.92,675.92,0.96,488.58,678.35,0.51,481.44,666.38,0.92,476.97,670.63,0.52,498.22,723.81,0.98,490.51,722.79,0.95,491.13,779.19,0.97,487.78,778.58,0.91,490.57,828.65,0.92,488.83,826.0,0.83,372.83,644.46,0.78,376.31,640.15,0.8,0.0,0.0,0.44,386.11,640.75,0.83,0.0,0.0,0.23,391.99,661.81,0.98,388.47,660.06,0.93,396.22,692.69,0.92,388.49,687.43,0.51,388.32,716.44,0.85,0.0,0.0,0.47,391.07,718.88,0.97,389.49,717.24,0.94,385.62,764.38,0.95,384.57,762.9,0.89,395.81,806.67,0.91,392.36,803.23,0.84
2,529.42,574.37,0.91,539.21,559.16,0.96,0.0,0.0,0.27,584.08,561.72,0.98,0.0,0.0,0.06,620.27,654.63,1.0,582.23,654.77,0.89,648.87,790.8,1.0,0.0,0.0,0.43,621.79,919.32,0.99,535.96,870.04,0.51,590.25,892.21,1.0,573.85,888.5,0.98,560.77,1072.27,1.0,587.62,1065.79,0.96,600.12,1252.18,0.94,634.68,1228.74,0.81,474.46,631.39,0.66,476.91,625.86,0.73,0.0,0.0,0.23,488.24,624.57,0.86,0.0,0.0,0.11,500.18,647.85,0.98,499.56,647.93,0.91,501.46,680.75,0.94,0.0,0.0,0.45,476.91,668.8,0.87,0.0,0.0,0.42,499.04,725.49,0.98,499.64,723.68,0.95,490.48,780.88,0.96,492.17,779.77,0.89,491.26,831.53,0.91,490.9,828.02,0.82,374.33,643.22,0.59,376.77,638.95,0.66,0.0,0.0,0.22,384.81,639.78,0.82,0.0,0.0,0.13,392.88,660.96,0.97,392.21,659.19,0.88,398.81,691.73,0.93,0.0,0.0,0.43,389.19,716.14,0.85,0.0,0.0,0.4,391.75,717.68,0.97,392.48,715.99,0.94,386.98,763.08,0.97,386.95,761.7,0.91,393.38,806.25,0.93,392.85,802.88,0.87
3,528.23,572.9,0.9,537.63,557.8,0.95,0.0,0.0,0.25,581.32,560.62,0.97,0.0,0.0,0.07,617.98,654.3,1.0,581.25,655.73,0.91,648.34,789.54,1.0,0.0,0.0,0.47,621.65,918.2,0.99,533.44,871.19,0.55,589.06,893.99,1.0,574.98,890.95,0.99,557.06,1074.11,1.0,593.27,1069.75,0.97,586.51,1254.71,0.95,636.47,1234.8,0.85,475.57,630.7,0.64,477.75,625.69,0.71,0.0,0.0,0.23,487.61,625.01,0.84,0.0,0.0,0.12,498.87,646.51,0.98,495.85,647.65,0.9,500.25,675.84,0.95,0.0,0.0,0.48,475.91,666.42,0.89,0.0,0.0,0.46,496.6,717.94,0.98,495.47,717.05,0.95,491.07,771.59,0.97,490.21,771.33,0.91,490.9,821.85,0.92,488.95,819.71,0.84,374.75,642.34,0.57,377.47,638.02,0.62,0.0,0.0,0.23,385.16,639.33,0.77,0.0,0.0,0.14,392.61,661.24,0.96,388.81,659.96,0.84,398.53,692.22,0.88,0.0,0.0,0.36,390.17,716.46,0.77,0.0,0.0,0.32,392.01,717.32,0.96,390.42,716.15,0.91,390.06,763.46,0.95,387.44,762.5,0.87,398.48,807.47,0.91,394.45,804.53,0.83
4,523.57,575.87,0.87,530.9,560.22,0.92,0.0,0.0,0.21,571.36,558.8,0.96,0.0,0.0,0.08,612.98,650.83,1.0,581.37,652.06,0.93,646.37,788.36,1.0,573.18,782.87,0.6,618.79,917.81,0.99,530.42,880.36,0.65,586.16,895.32,1.0,576.8,890.94,0.99,554.36,1076.07,1.0,598.72,1064.75,0.98,573.13,1256.91,0.96,634.33,1226.88,0.89,475.28,630.28,0.73,478.07,625.24,0.79,0.0,0.0,0.31,488.45,625.42,0.86,0.0,0.0,0.13,499.11,648.93,0.98,491.02,650.27,0.92,499.89,680.4,0.95,0.0,0.0,0.5,474.6,666.04,0.9,0.0,0.0,0.47,496.44,720.49,0.98,491.8,719.68,0.95,489.27,773.94,0.96,485.83,773.79,0.9,492.82,823.85,0.91,488.18,821.93,0.83,375.08,642.21,0.6,378.22,637.76,0.66,0.0,0.0,0.26,386.4,639.48,0.79,0.0,0.0,0.15,393.07,661.97,0.96,387.41,661.11,0.86,398.45,693.03,0.88,0.0,0.0,0.36,390.7,718.58,0.77,0.0,0.0,0.32,392.66,717.49,0.96,389.88,716.47,0.91,391.99,763.07,0.94,389.04,762.23,0.86,401.41,806.39,0.9,397.68,803.67,0.82
5,518.88,577.29,0.86,525.6,562.12,0.9,0.0,0.0,0.2,565.27,561.39,0.96,0.0,0.0,0.07,609.65,652.16,1.0,577.55,652.82,0.93,645.63,788.12,1.0,569.43,780.21,0.65,616.89,917.96,0.99,529.54,871.45,0.7,585.47,894.44,1.0,576.2,889.56,0.99,552.92,1080.43,1.0,600.4,1066.98,0.98,566.35,1263.77,0.95,633.46,1229.95,0.87,475.69,629.89,0.74,478.6,624.66,0.8,0.0,0.0,0.33,489.52,624.99,0.87,0.0,0.0,0.14,499.85,649.14,0.98,493.98,650.29,0.92,501.39,681.35,0.94,0.0,0.0,0.48,476.05,668.02,0.88,0.0,0.0,0.46,498.01,720.78,0.98,494.86,719.8,0.95,490.49,774.22,0.96,489.05,773.84,0.89,494.7,824.98,0.91,492.18,822.72,0.82,0.0,0.0,0.47,382.01,639.07,0.52,0.0,0.0,0.18,387.73,640.2,0.72,0.0,0.0,0.13,394.31,660.69,0.95,393.37,660.0,0.81,401.13,689.69,0.87,0.0,0.0,0.34,394.88,713.66,0.75,0.0,0.0,0.31,394.14,715.51,0.96,394.43,714.85,0.91,394.88,761.37,0.95,393.02,760.94,0.88,403.42,804.97,0.92,399.43,802.81,0.85
6,514.27,581.18,0.83,520.33,565.42,0.84,0.0,0.0,0.22,555.89,562.54,0.92,0.0,0.0,0.1,605.01,649.51,1.0,576.31,652.12,0.95,640.84,787.87,0.99,572.5,777.75,0.76,612.63,916.84,0.98,528.21,864.69,0.76,587.27,895.46,1.0,578.65,891.36,0.99,551.91,1074.59,0.99,605.56,1063.35,0.98,557.79,1253.82,0.94,631.88,1226.06,0.89,474.38,630.16,0.73,477.3,624.75,0.79,0.0,0.0,0.31,488.48,624.66,0.86,0.0,0.0,0.13,498.47,649.0,0.98,494.03,650.33,0.91,501.72,681.45,0.94,0.0,0.0,0.46,476.32,667.93,0.88,0.0,0.0,0.45,496.43,722.52,0.98,494.09,721.66,0.95,490.4,776.23,0.96,489.43,775.96,0.9,498.79,826.66,0.92,495.09,824.54,0.85,0.0,0.0,0.42,0.0,0.0,0.43,0.0,0.0,0.17,388.02,642.09,0.63,0.0,0.0,0.14,394.57,661.5,0.94,391.82,660.43,0.84,401.16,690.29,0.86,0.0,0.0,0.45,395.95,714.16,0.75,0.0,0.0,0.39,395.25,716.88,0.96,394.63,716.09,0.93,395.82,762.65,0.95,394.25,762.09,0.9,403.08,806.21,0.91,401.13,804.3,0.85
7,510.92,578.93,0.81,515.73,563.24,0.88,0.0,0.0,0.14,553.9,559.19,0.96,0.0,0.0,0.06,603.63,646.63,1.0,576.41,650.64,0.93,639.38,789.28,1.0,567.13,785.44,0.64,602.63,918.97,0.99,525.08,870.84,0.68,584.45,894.01,1.0,580.42,890.2,0.99,544.44,1078.52,1.0,608.56,1066.5,0.98,547.78,1264.49,0.96,637.68,1230.13,0.88,475.98,629.46,0.77,479.32,624.14,0.83,0.0,0.0,0.38,490.83,624.23,0.87,0.0,0.0,0.14,499.94,649.0,0.98,491.99,649.79,0.92,501.93,681.76,0.94,0.0,0.0,0.47,476.52,667.85,0.89,0.0,0.0,0.46,494.99,720.89,0.98,490.24,719.73,0.95,487.11,773.52,0.97,483.86,772.92,0.91,494.06,823.59,0.93,487.95,821.23,0.86,384.98,645.23,0.74,387.51,641.37,0.72,0.0,0.0,0.49,392.95,642.85,0.71,0.0,0.0,0.28,399.32,663.88,0.97,382.57,662.9,0.94,406.24,692.41,0.9,375.22,688.51,0.62,402.38,718.66,0.81,372.16,711.04,0.55,396.48,720.21,0.97,386.44,719.59,0.96,398.0,765.19,0.95,387.47,764.63,0.92,404.76,807.34,0.91,393.47,805.69,0.87
8,506.87,577.67,0.79,511.89,563.0,0.85,0.0,0.0,0.12,550.38,559.89,0.95,0.0,0.0,0.06,601.2,646.55,1.0,573.07,648.72,0.94,635.94,788.84,1.0,564.93,785.67,0.69,599.04,916.98,0.99,523.45,868.41,0.71,585.57,893.15,1.0,582.09,887.86,0.99,540.31,1080.25,1.0,609.96,1063.06,0.98,535.91,1266.7,0.95,642.18,1226.02,0.87,474.27,629.72,0.79,477.75,624.49,0.84,0.0,0.0,0.39,490.24,624.73,0.88,0.0,0.0,0.14,500.24,649.36,0.98,491.25,649.53,0.92,502.95,681.93,0.95,0.0,0.0,0.48,476.67,666.92,0.9,0.0,0.0,0.48,495.6,720.46,0.98,489.83,718.96,0.96,490.42,771.86,0.97,483.85,770.86,0.92,497.91,823.83,0.94,486.82,820.82,0.88
9,502.2,574.69,0.84,509.86,560.67,0.84,0.0,0.0,0.24,547.46,563.04,0.92,0.0,0.0,0.11,595.72,650.85,1.0,566.67,655.01,0.96,627.77,786.83,0.99,562.45,787.45,0.79,595.35,909.92,0.98,515.64,864.92,0.75,588.3,891.34,1.0,581.68,887.28,0.99,539.28,1071.24,1.0,609.65,1058.53,0.99,527.01,1255.45,0.95,642.89,1226.91,0.9,471.12,628.96,0.76,474.72,623.53,0.83,0.0,0.0,0.35,488.71,624.59,0.88,0.0,0.0,0.13,497.36,650.96,0.98,495.55,650.07,0.91,499.81,683.33,0.92,0.0,0.0,0.43,478.31,666.15,0.86,0.0,0.0,0.42,492.11,720.47,0.97,491.54,718.02,0.93,482.18,768.28,0.96,482.45,766.4,0.89,484.65,819.98,0.92,480.97,815.94,0.85
