frame,kp0_x,kp0_y,kp0_conf,kp1_x,kp1_y,kp1_conf,kp2_x,kp2_y,kp2_conf,kp3_x,kp3_y,kp3_conf,kp4_x,kp4_y,kp4_conf,kp5_x,kp5_y,kp5_conf,kp6_x,kp6_y,kp6_conf,kp7_x,kp7_y,kp7_conf,kp8_x,kp8_y,kp8_conf,kp9_x,kp9_y,kp9_conf,kp10_x,kp10_y,kp10_conf,kp11_x,kp11_y,kp11_conf,kp12_x,kp12_y,kp12_conf,kp13_x,kp13_y,kp13_conf,kp14_x,kp14_y,kp14_conf,kp15_x,kp15_y,kp15_conf,kp16_x,kp16_y,kp16_conf
36,1782.05,447.84,0.98,1827.98,399.02,0.97,1741.64,408.5,0.9,1928.63,419.23,0.9,0.0,0.0,0.49,2060.49,650.42,1.0,1716.41,634.31,0.98,2072.1,966.27,0.99,1690.57,891.14,0.93,1846.75,811.78,0.98,1721.15,770.13,0.9,2099.21,1189.13,1.0,1830.88,1181.54,1.0,2188.56,1584.91,0.99,1773.55,1566.84,0.98,2344.99,1951.54,0.92,1826.08,1930.38,0.89
37,1786.11,474.88,0.98,1833.19,428.67,0.96,1746.99,435.24,0.89,1931.18,455.3,0.88,0.0,0.0,0.49,2054.8,687.16,1.0,1714.78,667.27,0.98,2050.05,994.3,0.99,1703.41,916.39,0.92,1847.92,813.7,0.97,1739.6,742.8,0.89,2095.2,1232.39,1.0,1828.87,1224.0,0.99,2182.72,1625.65,0.98,1766.8,1602.38,0.97,2335.39,1957.31,0.88,1823.68,1929.44,0.84
38,1789.78,497.72,0.98,1839.75,455.63,0.97,1750.78,457.12,0.92,1934.28,484.71,0.9,1720.48,487.56,0.54,2050.23,714.69,1.0,1703.46,701.92,0.99,2059.14,1023.88,0.99,1688.44,953.27,0.96,1846.75,823.86,0.98,1725.97,738.76,0.94,2092.94,1232.74,1.0,1829.18,1224.34,1.0,2180.55,1633.24,0.99,1759.37,1595.43,0.99,2302.33,1987.34,0.94,1823.65,1936.81,0.92
39,1796.53,518.26,0.98,1845.92,477.53,0.97,1756.62,478.29,0.92,1938.37,512.77,0.9,1723.86,515.05,0.57,2056.06,745.67,1.0,1707.09,730.28,0.99,2065.52,1062.0,0.99,1691.07,994.58,0.96,1855.31,861.83,0.98,1710.85,787.01,0.94,2092.08,1254.04,1.0,1826.3,1240.26,1.0,2176.55,1645.53,0.99,1750.03,1585.94,0.99,2298.97,2016.48,0.93,1817.51,1933.38,0.92
40,1803.33,540.0,0.98,1849.72,500.97,0.97,1764.96,503.53,0.92,1940.01,539.77,0.9,1736.94,547.09,0.6,2065.34,775.42,1.0,1712.47,767.72,0.99,2068.48,1084.2,0.99,1671.7,1047.3,0.97,1844.72,881.39,0.98,1671.2,872.51,0.95,2090.16,1288.62,1.0,1824.48,1274.93,1.0,2166.57,1662.45,0.99,1745.02,1598.43,0.99,2285.46,2020.23,0.92,1809.73,1930.36,0.91
41,1805.59,561.02,0.98,1853.47,523.67,0.97,1767.94,523.27,0.93,1939.93,562.29,0.89,1732.3,565.86,0.59,2060.65,794.82,1.0,1693.05,788.04,0.99,2084.48,1109.58,0.99,1677.87,1103.87,0.97,1871.64,928.37,0.98,1759.86,1042.62,0.95,2088.63,1310.88,1.0,1814.48,1297.05,0.99,2154.15,1654.18,0.99,1727.2,1594.08,0.98,2276.14,2017.68,0.91,1810.87,1942.14,0.89
42,1811.32,580.5,0.98,1859.86,543.24,0.96,1768.26,542.85,0.95,1947.73,586.17,0.87,1725.48,589.24,0.69,2069.45,829.71,0.99,1686.81,801.91,0.99,2092.5,1133.51,0.98,1666.14,1113.5,0.97,1890.94,951.62,0.97,1769.47,1192.38,0.96,2091.28,1340.47,0.99,1809.02,1315.75,0.99,2146.25,1681.25,0.98,1722.19,1597.53,0.98,2269.97,2039.67,0.87,1806.29,1940.73,0.87
43,1811.38,596.17,0.98,1859.98,559.09,0.96,1769.85,557.54,0.94,1952.05,603.1,0.87,1732.5,598.9,0.68,2072.9,854.08,1.0,1697.08,818.99,0.99,2090.36,1147.96,0.98,1667.32,1157.61,0.97,1880.79,937.19,0.97,1747.12,1255.99,0.95,2086.29,1360.49,1.0,1809.57,1331.56,0.99,2146.19,1713.09,0.98,1736.19,1618.05,0.98,2252.24,2033.03,0.88,1808.68,1917.6,0.88
44,1811.14,610.88,0.98,1860.28,573.15,0.96,1767.91,572.19,0.94,1955.58,618.28,0.88,1730.84,616.85,0.67,2080.9,870.98,1.0,1698.16,838.57,0.99,2091.08,1159.99,0.98,1671.92,1182.55,0.97,1873.8,939.79,0.97,1749.2,1291.89,0.95,2087.8,1381.81,1.0,1806.0,1351.05,1.0,2152.24,1733.52,0.98,1735.85,1625.98,0.98,2257.86,2052.07,0.89,1810.37,1916.91,0.89
45,1817.69,626.37,0.98,1867.21,587.37,0.96,1772.67,587.41,0.94,1960.11,633.22,0.87,1731.17,634.57,0.69,2082.03,885.66,1.0,1700.07,862.66,0.99,2099.72,1182.01,0.98,1682.82,1222.41,0.97,1891.14,949.38,0.96,1756.42,1302.76,0.95,2086.84,1395.19,1.0,1805.53,1368.94,0.99,2150.5,1698.27,0.98,1731.11,1600.39,0.98,2251.56,2036.61,0.89,1807.92,1914.85,0.89
