frame,kp0_x,kp0_y,kp0_conf,kp1_x,kp1_y,kp1_conf,kp2_x,kp2_y,kp2_conf,kp3_x,kp3_y,kp3_conf,kp4_x,kp4_y,kp4_conf,kp5_x,kp5_y,kp5_conf,kp6_x,kp6_y,kp6_conf,kp7_x,kp7_y,kp7_conf,kp8_x,kp8_y,kp8_conf,kp9_x,kp9_y,kp9_conf,kp10_x,kp10_y,kp10_conf,kp11_x,kp11_y,kp11_conf,kp12_x,kp12_y,kp12_conf,kp13_x,kp13_y,kp13_conf,kp14_x,kp14_y,kp14_conf,kp15_x,kp15_y,kp15_conf,kp16_x,kp16_y,kp16_conf
30,824.78,860.37,0.9,0.0,0.0,0.47,801.46,836.58,0.91,0.0,0.0,0.26,735.06,860.53,0.93,709.48,974.23,0.98,714.97,980.62,1.0,651.76,1144.29,0.87,718.91,1142.09,0.99,816.48,1131.24,0.78,856.31,1131.78,0.96,693.32,1320.1,1.0,663.27,1312.11,1.0,794.38,1588.99,0.98,572.99,1537.94,0.99,747.08,1746.58,0.94,306.96,1653.1,0.97
31,862.75,874.7,0.9,0.0,0.0,0.49,835.8,851.25,0.92,0.0,0.0,0.29,771.68,873.12,0.94,755.18,976.62,0.97,755.59,988.72,1.0,647.23,1154.08,0.83,757.08,1160.17,0.99,807.36,1160.24,0.72,898.51,1159.8,0.96,727.2,1330.78,0.99,696.73,1322.09,1.0,823.84,1596.05,0.98,631.23,1522.77,0.99,772.66,1760.52,0.94,395.64,1628.91,0.97
32,899.05,884.05,0.85,0.0,0.0,0.35,879.1,862.44,0.88,0.0,0.0,0.19,821.64,881.8,0.93,793.17,1004.28,0.95,786.07,1004.96,1.0,766.82,1187.28,0.73,744.37,1172.58,0.99,924.0,1190.22,0.68,906.73,1193.54,0.97,752.38,1338.88,0.99,737.01,1343.88,1.0,803.5,1590.59,0.98,783.03,1606.97,1.0,664.56,1685.3,0.95,590.09,1709.81,0.98
33,934.11,894.57,0.88,0.0,0.0,0.42,916.67,875.13,0.9,0.0,0.0,0.22,862.44,888.26,0.94,835.9,1000.7,0.95,825.58,1014.78,1.0,833.95,1154.82,0.73,772.58,1172.72,0.99,952.96,1205.82,0.69,929.6,1235.23,0.98,806.46,1316.46,0.99,804.76,1333.16,1.0,800.25,1564.27,0.99,894.07,1624.69,1.0,617.41,1686.19,0.96,752.58,1782.17,0.98
34,978.81,901.48,0.87,0.0,0.0,0.42,963.28,881.74,0.89,0.0,0.0,0.22,909.36,897.96,0.92,905.87,1017.53,0.95,853.61,1019.83,1.0,879.09,1182.75,0.75,816.03,1179.1,0.99,981.84,1247.58,0.71,965.53,1245.99,0.97,869.49,1347.28,0.99,835.36,1352.14,1.0,899.04,1611.7,0.97,891.8,1618.02,0.99,801.92,1830.02,0.9,790.22,1841.12,0.95
35,1017.94,900.52,0.88,0.0,0.0,0.43,1000.78,880.77,0.89,0.0,0.0,0.2,944.16,898.63,0.92,952.61,1022.87,0.95,884.26,1024.82,1.0,939.21,1184.87,0.78,832.45,1182.87,0.99,1035.81,1259.56,0.75,977.31,1256.53,0.98,916.54,1362.85,0.99,873.47,1367.82,1.0,934.18,1624.18,0.97,929.47,1634.33,0.99,810.96,1833.05,0.89,802.34,1845.52,0.95
36,1060.05,905.32,0.86,0.0,0.0,0.42,1039.51,883.2,0.89,0.0,0.0,0.18,983.91,901.58,0.91,991.48,1036.49,0.93,928.96,1022.24,0.99,948.86,1201.25,0.69,845.87,1166.34,0.99,1044.22,1262.43,0.67,980.38,1261.18,0.97,941.46,1370.76,0.98,900.87,1369.53,0.99,987.17,1611.13,0.96,986.09,1615.63,0.99,823.12,1813.21,0.88,807.07,1825.27,0.94
37,1099.2,897.94,0.86,0.0,0.0,0.39,1075.04,875.76,0.87,0.0,0.0,0.19,1021.11,895.47,0.9,1029.45,1028.57,0.95,972.42,1006.19,0.99,976.63,1185.93,0.75,866.02,1127.86,0.99,1082.69,1251.57,0.73,993.0,1245.4,0.97,973.72,1367.09,0.99,948.59,1356.2,1.0,1011.4,1615.83,0.97,1065.71,1586.91,0.99,800.44,1824.78,0.92,854.61,1785.68,0.96
38,1142.07,889.91,0.93,1136.59,870.07,0.57,1115.88,864.61,0.92,0.0,0.0,0.23,1058.3,879.48,0.92,1081.75,1035.16,0.97,1002.1,991.33,1.0,1055.13,1180.81,0.84,886.38,1111.88,0.99,1185.64,1177.89,0.84,1015.34,1205.29,0.98,1027.74,1354.19,0.99,991.49,1334.55,1.0,1066.96,1593.52,0.97,1113.9,1549.32,0.99,806.96,1804.37,0.92,859.12,1749.69,0.96
39,1189.14,876.64,0.93,1180.8,854.38,0.55,1160.14,855.45,0.93,0.0,0.0,0.28,1104.22,875.67,0.94,1131.28,1011.57,0.98,1056.23,980.65,1.0,1083.92,1147.26,0.89,932.33,1103.28,0.99,1228.16,1158.71,0.83,1047.33,1212.88,0.98,1066.51,1346.99,1.0,1045.82,1324.8,1.0,1034.79,1598.79,0.99,1174.67,1516.56,1.0,796.09,1793.26,0.96,1002.26,1662.35,0.98
40,1224.49,872.02,0.95,1216.15,848.03,0.61,1192.95,849.0,0.94,0.0,0.0,0.31,1138.67,862.68,0.95,1175.75,1003.16,0.99,1095.09,960.72,1.0,1117.77,1141.32,0.9,966.75,1076.99,1.0,1282.65,1149.47,0.84,1076.36,1178.05,0.98,1109.13,1342.6,1.0,1091.99,1311.16,1.0,1039.24,1593.8,0.99,1218.03,1475.55,1.0,793.51,1811.92,0.98,1069.67,1623.5,0.99
41,1265.0,852.46,0.93,1262.38,833.44,0.57,1237.25,832.16,0.92,0.0,0.0,0.29,1180.84,848.82,0.93,1216.19,991.39,0.99,1134.68,947.65,1.0,1152.5,1136.25,0.89,999.05,1054.62,1.0,1284.31,1151.49,0.83,1097.73,1145.02,0.98,1162.92,1311.24,1.0,1144.15,1286.72,1.0,1067.08,1565.02,0.99,1258.45,1491.89,1.0,829.19,1795.21,0.96,1140.94,1683.25,0.98
42,1315.07,837.47,0.93,1309.96,817.09,0.55,1286.94,821.28,0.93,0.0,0.0,0.29,1233.4,841.16,0.94,1252.1,972.13,0.99,1198.2,936.69,1.0,1241.07,1100.01,0.91,1053.16,1020.21,1.0,1388.91,1107.16,0.84,1140.45,1124.35,0.98,1197.85,1299.76,1.0,1210.55,1282.77,1.0,1074.83,1548.97,0.99,1348.7,1514.22,1.0,828.36,1771.49,0.97,1241.07,1720.0,0.99
43,1352.73,824.82,0.89,0.0,0.0,0.46,1326.41,809.24,0.84,0.0,0.0,0.32,1279.55,835.21,0.87,1284.22,964.47,0.99,1252.35,930.72,1.0,1271.57,1093.79,0.92,1072.76,995.89,0.99,1428.45,1117.76,0.87,1153.3,1107.93,0.98,1235.16,1280.29,1.0,1262.11,1268.41,1.0,1111.96,1514.03,0.99,1402.58,1503.23,1.0,874.11,1748.3,0.96,1296.42,1729.25,0.97
44,1394.8,810.99,0.91,0.0,0.0,0.43,1373.35,794.05,0.9,0.0,0.0,0.23,1323.72,806.39,0.93,1329.72,944.55,0.98,1272.33,909.84,1.0,1337.96,1087.95,0.89,1131.29,1009.25,1.0,1481.86,1103.34,0.83,1229.13,1107.86,0.99,1286.24,1268.18,1.0,1300.99,1260.95,1.0,1128.6,1500.75,1.0,1438.52,1514.14,1.0,898.72,1722.63,0.98,1406.64,1760.92,0.99
45,1444.29,812.66,0.87,0.0,0.0,0.39,1426.44,794.2,0.84,0.0,0.0,0.21,1374.55,803.6,0.9,1370.44,939.75,0.97,1303.38,910.37,1.0,1365.84,1082.28,0.86,1163.96,1012.66,1.0,1479.11,1119.37,0.82,1281.33,1100.19,0.98,1327.73,1261.97,0.99,1328.5,1262.13,1.0,1169.02,1472.04,0.99,1488.47,1506.89,1.0,940.35,1680.14,0.97,1485.95,1745.91,0.99
46,1486.23,800.83,0.87,0.0,0.0,0.34,1470.66,786.55,0.86,0.0,0.0,0.19,1419.81,798.77,0.92,1426.83,936.47,0.98,1348.14,909.82,1.0,1467.86,1078.65,0.89,1228.43,1021.39,1.0,1565.55,1088.72,0.82,1340.55,1099.59,0.99,1384.53,1251.26,1.0,1391.39,1252.81,1.0,1214.72,1471.23,1.0,1537.3,1521.26,1.0,988.62,1643.93,0.98,1558.89,1743.92,0.99
47,1527.14,804.31,0.93,1538.88,788.79,0.51,1506.49,789.83,0.92,0.0,0.0,0.25,1454.77,802.44,0.94,1476.23,941.4,0.98,1390.08,914.2,1.0,1487.25,1081.44,0.87,1264.59,1016.01,1.0,1583.35,1096.18,0.82,1367.89,1100.77,0.99,1433.08,1256.93,1.0,1426.74,1261.18,1.0,1258.32,1473.16,1.0,1583.42,1529.67,1.0,1054.86,1632.64,0.98,1631.4,1743.14,0.99
48,1576.52,800.57,0.86,0.0,0.0,0.34,1557.61,785.96,0.84,0.0,0.0,0.19,1510.79,800.63,0.9,1534.01,934.54,0.97,1440.84,920.77,1.0,1557.22,1088.36,0.86,1308.57,1039.07,1.0,1643.28,1136.5,0.82,1414.29,1112.36,0.99,1494.25,1259.75,1.0,1482.79,1270.1,1.0,1321.27,1475.33,1.0,1645.5,1546.86,1.0,1093.58,1613.64,0.99,1673.04,1740.4,0.99
49,1622.15,811.7,0.84,0.0,0.0,0.3,1603.48,795.21,0.82,0.0,0.0,0.17,1552.15,808.9,0.9,1574.22,943.2,0.97,1482.53,937.61,1.0,1589.57,1092.67,0.83,1357.45,1064.56,1.0,1678.99,1150.72,0.8,1488.64,1131.16,0.99,1545.47,1261.86,1.0,1531.26,1276.54,1.0,1379.93,1480.46,1.0,1694.36,1561.29,1.0,1121.37,1592.01,0.99,1703.34,1732.48,0.99
50,1663.4,809.42,0.82,0.0,0.0,0.27,1650.52,795.75,0.82,0.0,0.0,0.17,1599.56,810.06,0.9,1614.26,935.3,0.98,1523.21,945.56,1.0,1655.82,1068.79,0.86,1417.38,1093.84,1.0,1716.01,1124.81,0.77,1538.25,1126.8,0.99,1587.77,1229.52,1.0,1584.2,1250.25,1.0,1437.51,1463.18,1.0,1724.89,1560.58,1.0,1159.54,1583.18,0.99,1740.82,1756.16,1.0
51,1712.22,822.45,0.82,0.0,0.0,0.28,1695.32,808.69,0.83,0.0,0.0,0.15,1645.21,827.33,0.9,1657.48,948.9,0.96,1577.13,963.33,1.0,1678.75,1098.04,0.8,1465.4,1106.29,1.0,1736.68,1170.28,0.77,1591.55,1165.29,0.99,1630.14,1269.54,1.0,1615.15,1295.33,1.0,1504.69,1482.46,0.99,1763.51,1591.83,1.0,1283.24,1572.61,0.98,1770.02,1754.82,0.99
52,1758.81,830.08,0.84,0.0,0.0,0.32,1741.12,815.66,0.84,0.0,0.0,0.22,1684.79,833.97,0.91,1699.21,950.31,0.98,1628.88,971.83,1.0,1706.07,1105.99,0.86,1540.49,1138.42,1.0,1772.87,1176.87,0.79,1674.85,1186.04,0.98,1674.94,1253.87,1.0,1665.31,1279.13,1.0,1587.45,1477.16,1.0,1792.09,1579.83,1.0,1336.99,1590.82,0.99,1764.15,1765.27,0.99
